LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
A2	thirsty	adjective	food	жаждущий/хотящий пить	Feeling a need to drink.	He was very thirsty after running in the summer heat.
A2	delicious	adjective	food	вкусный	Having a very pleasant taste or smell.	The cake she made for the party was absolutely delicious.
A2	fresh	adjective	food	свежий	Recently made or picked; not old or preserved.	She always buys fresh bread from the bakery every morning.
A2	sweet	adjective	food	сладкий	Having the pleasant taste of sugar.	The ripe strawberries were very sweet.
A2	bitter	adjective	food	горький	Having a sharp, unpleasant taste.	Dark chocolate is bitter compared to milk chocolate.
A2	sour	adjective	food	кислый	Having a sharp acid taste like lemon.	The yoghurt was sour because it had passed its expiry date.
A2	spicy	adjective	food	острый (о пище)	Having a strong hot flavour from spices.	She loves spicy food but her brother prefers mild dishes.
A2	boil	verb	food	варить/кипятить	To heat liquid until it reaches 100 degrees and produces steam.	She boiled the eggs for exactly four minutes.
A2	fry	verb	food	жарить	To cook food in hot oil in a pan.	He fried some onions in a pan before adding the tomatoes.

A2	pill	noun	health	таблетка	A small solid piece of medicine that you swallow.	She took a pill every morning with a glass of water.
A2	motorcycle	noun	transport	мотоцикл	A two-wheeled vehicle with an engine.	He rode his motorcycle to work every day in summer.
A2	staff	noun	work	персонал	the people who work for an organisation	The staff are very friendly here.
A2	sign	verb	work	подписывать	to write your name on a document	Please sign the contract here.
A2	rest	verb	health	отдыхать	to relax and stop doing active things	The doctor told me to rest for a week.
A2	breathe	verb	health	дышать	to take air into your lungs and send it out	Breathe in slowly and relax.
A2	fit	adjective	health	в хорошей форме	healthy and physically strong	She goes running every day to stay fit.
A2	broken	adjective	health	сломанный	fractured or damaged, such as a bone	He has a broken arm from a fall.
A2	trip	noun	travel	путешествие	a short journey made to a place and back	We went on a day trip to the coast.
A2	overnight	adjective	travel	ночной	done during or lasting one night	We took an overnight train to the capital.
A2	click	verb	technology	кликать	to press a button on a computer mouse	Click on the icon to open the program.
A2	link	noun	technology	ссылка	a connection between two websites or documents	Click the link to visit the website.
A2	share	verb	technology	делиться	to send content to others online	She shared the photo on social media.
A2	upload	verb	technology	загружать	to move a file from your device to the internet	Please upload your assignment to the website.
A2	season	noun	weather	сезон	one of the four periods of the year	Spring is my favourite season.
A2	hail	noun	weather	град	small balls of ice that fall like rain	The hail damaged the car roof.
A2	breeze	noun	weather	ветерок	a light and gentle wind	A cool breeze blew through the window.
A2	town	noun	geography	город	a place with many buildings, smaller than a city	I grew up in a small town in the north.
A2	region	noun	geography	регион	a large area of land with common features	The northern region of the country is very cold.
A2	suburb	noun	geography	пригород	an area outside the centre of a large city	They moved to the suburbs to have a garden.
A2	pocket	noun	clothing	карман	a small bag sewn into a piece of clothing	He put his keys in his jacket pocket.
A2	material	noun	clothing	материал	the substance from which clothing is made	This shirt is made from a soft material.
A2	fashion	noun	clothing	мода	the style of clothing popular at a particular time	She always follows the latest fashion.
A2	ferry	noun	transport	паром	a boat that carries passengers across water	We took the ferry to the island.
A2	lorry	noun	transport	грузовик	a large motor vehicle used for carrying heavy loads	A lorry blocked the road for an hour.
A2	chalk	noun	school	мел	a white or coloured stick used for writing on a blackboard	The teacher wrote the word in chalk.
A2	register	noun	school	журнал	a list of students who attend a class	The teacher called out the register.
A2	boxing	noun	sport	бокс	a sport in which two people fight using their fists	He trained hard to become a boxing champion.
A2	gymnastics	noun	sport	гимнастика	a sport involving physical exercises requiring balance and flexibility	She won a gold medal in gymnastics.
A2	gift	noun	shopping	подарок	something you give to someone, usually on a special occasion	I need to buy a gift for her birthday.
A2	employ	verb	work	нанимать	to pay someone to do a job for you	The company employs over two hundred people.
A2	wages	noun	work	зарплата	money paid regularly to an employee for work done	His wages are paid every Friday.
A2	duty	noun	work	обязанность	a task or piece of work someone is required to do	One of her duties is to answer the phone.
A2	absence	noun	work	отсутствие	the state of being away from a place, especially work	His absence from the meeting was noted.
A2	quit	verb	work	увольняться	to leave a job or stop doing something	She quit her job to start a business.
A2	paperwork	noun	work	бумажная работа	documents and administrative work that needs to be completed	I spent the morning catching up on paperwork.
A2	stay	noun	travel	пребывание	a period of time spent in a place	We had a two-night stay at a seaside hotel.
A2	embark	verb	travel	садиться на борт	to get onto a ship or plane at the start of a journey	Passengers should embark at gate seven.
A2	aboard	adverb	travel	на борту	on or onto a ship, plane, or other vehicle	Welcome aboard the overnight train to Paris.
A2	ache	noun	health	боль	a continuous dull pain in part of your body	I have an ache in my lower back.
A2	wound	noun	health	рана	an injury to the body, especially a cut or tear	The nurse cleaned and bandaged the wound.
