LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
B2	integrate	verb	social_issues	интегрировать	To include all people regardless of background in a common system.	The school works hard to integrate students from all backgrounds.
B2	deprivation	noun	social_issues	лишения/нищета	The lack of basic necessities such as food, shelter, or healthcare.	Children who grow up in deprivation often face disadvantages throughout life.
B2	barrier	noun	social_issues	барьер	Something that makes it difficult to achieve something.	Language can be a major barrier to integration for new immigrants.
B2	sensitive	adjective	social_issues	деликатный/чувствительный	Relating to a subject that requires careful handling.	Immigration is a sensitive topic that needs careful discussion.
B2	outspoken	adjective	personal	откровенный/прямой	Speaking freely and confidently even if it is controversial.	She was outspoken in her criticism of the new policy.
B2	assertive	adjective	personal	напористый/уверенный в себе	Confident in expressing your views and defending your rights.	He learned to be more assertive during the leadership training.
B2	impulsive	adjective	personal	импульсивный	Acting quickly without thinking carefully first.	She made an impulsive decision to quit her job and travel.
B2	diligent	adjective	personal	прилежный	Hard-working and careful in everything you do.	He was diligent in his studies and rarely missed a single class.
B2	empathetic	adjective	personal	сочувствующий	Able to understand and share the feelings of others.	A good counsellor needs to be empathetic.
B2	meticulous	adjective	personal	тщательный/скрупулёзный	Very careful and precise about details.	He was meticulous in his research and checked every fact twice.
B2	adaptable	adjective	personal	адаптируемый	Able to adjust to new conditions or environments easily.	Being adaptable is a key skill in a rapidly changing job market.
B2	conscientious	adjective	personal	добросовестный	Taking care to do things carefully and correctly.	She was one of the most conscientious students in the class.
B2	self-aware	adjective	personal	самосознающий	Having knowledge and understanding of your own character and feelings.	A truly self-aware person can recognise their own flaws.
B2	perceptive	adjective	personal	проницательный	Quick to notice and understand things.	Her perceptive comments helped the group reach a decision quickly.
B2	stubborn	adjective	personal	упрямый	Refusing to change your mind even when it would be sensible to do so.	He was so stubborn that he wouldn't admit he was wrong.
B2	spontaneous	adjective	personal	спонтанный	Done or occurring naturally without being planned.	She made a spontaneous decision to take the scenic route home.
B2	conviction	noun	abstract	убеждение	A firmly held belief or view.	She pursued her goals with the conviction that hard work would pay off.
B2	paradox	noun	abstract	парадокс	A statement or situation that seems contradictory but may be true.	The paradox of choice suggests that too many options lead to unhappiness.
B2	ideology	noun	abstract	идеология	A system of ideas and ideals that forms the basis of a policy.	The party's ideology was based on equality and social justice.
B2	notion	noun	abstract	понятие/представление	A general idea or understanding of something.	She had only a vague notion of what the job would involve.
B2	assertion	noun	abstract	утверждение	A confident and forceful statement of fact or belief.	His assertion that the project would succeed was met with scepticism.
B2	dimension	noun	abstract	измерение/аспект	An aspect or feature of a situation.	The political dimension of the problem was often overlooked.
B2	coherence	noun	abstract	связность	The quality of being logical and consistent.	The report lacked coherence and was difficult to follow.
B2	validity	noun	abstract	достоверность/обоснованность	The quality of being logically sound and well-founded.	She questioned the validity of the study's conclusions.
B2	ambiguity	noun	abstract	неоднозначность	The quality of having more than one possible meaning.	The ambiguity of the instructions led to widespread confusion.
B2	justification	noun	abstract	обоснование/оправдание	A reason or explanation for doing something.	She could offer no justification for the sudden change in policy.
B2	subtlety	noun	abstract	тонкость	A quality of being not immediately obvious or easy to notice.	The subtlety of the argument was lost on most of the audience.
B2	spectrum	noun	abstract	спектр	A range of different things of a similar type.	The report covered the full spectrum of opinions on the issue.
B2	legacy	noun	culture	наследие/наследство	Something handed down from a predecessor or from the past.	The philosopher left a remarkable intellectual legacy.
B2	assimilate	verb	culture	ассимилировать	To take in and understand information; to integrate into a culture.	It took years for the family to assimilate into the new culture.
B2	indigenous	adjective	culture	коренной	Originating in and naturally living in a particular area.	Indigenous communities have lived in this region for thousands of years.
B2	multicultural	adjective	culture	мультикультурный	Relating to or including many different cultures.	The city has a vibrant multicultural population.
B2	secular	adjective	culture	светский	Not connected with religious or spiritual matters.	The country operates under a secular system of government.
B2	ritual	noun	culture	ритуал	A series of actions performed in a fixed order for symbolic reasons.	Lighting candles is an important ritual in many religious traditions.
B2	dialect	noun	culture	диалект	A form of a language spoken in a particular area.	The poem was written in a local dialect that was difficult to translate.
B2	folklore	noun	culture	фольклор	The traditional stories, customs, and beliefs of a community.	The festival celebrates the folklore and music of the region.
B2	taboo	noun	culture	табу	A social or cultural rule that strongly forbids something.	Discussing money is considered a taboo in many cultures.
B2	pilgrimage	noun	culture	паломничество	A journey to a holy place for religious reasons.	Thousands of pilgrims make the pilgrimage to the shrine each year.
B2	dogma	noun	social_advanced	догма	A fixed set of beliefs that must be accepted without question.	She challenged the dogma of the organisation and was forced to leave.
B2	polarise	verb	social_advanced	поляризовать	To divide into two opposing groups with extreme views.	The issue polarised public opinion in a way not seen for decades.
B2	stifle	verb	social_advanced	подавлять/душить	To prevent something from developing or being expressed.	Strict censorship can stifle creativity and freedom of expression.
B2	mobilise	verb	social_advanced	мобилизовать	To organise people for a common purpose, especially political action.	She managed to mobilise thousands of supporters for the rally.
B2	reinforce	verb	social_advanced	укреплять	To make an idea or feeling stronger.	The results reinforce the view that early childhood education is essential.
B2	undermine	verb	social_advanced	подрывать	To gradually damage or weaken something.	The scandal undermined confidence in the government.
B2	foster	verb	social_advanced	способствовать	To encourage the development of something.	The programme aims to foster greater understanding between communities.
B2	normalise	verb	social_advanced	нормализовывать	To make something seem normal and acceptable.	There are concerns that the media normalises unhealthy body images.
B2	entitlement	noun	social_advanced	права/привилегии	A belief that you deserve special treatment.	A sense of entitlement can make it difficult to work in a team.
B2	resent	verb	social_advanced	обижаться	To feel bitter about something you think is unfair.	She resented the fact that she had to work harder than her colleagues.
B2	grievance	noun	social_advanced	претензия/обида	A real or imagined cause for complaint.	The workers listed their grievances before meeting with management.
B2	impunity	noun	social_advanced	безнаказанность	Freedom from punishment or bad consequences.	The powerful acted with impunity while ordinary citizens faced harsh penalties.
B2	disclosure	noun	social_advanced	раскрытие информации	The action of making secret or new information known.	Full disclosure of all financial interests was required from candidates.
B2	complicity	noun	social_advanced	соучастие	Involvement in wrongdoing or failure to oppose it.	His silence was seen as a form of complicity.
B2	impartiality	noun	social_advanced	беспристрастность	The quality of treating all people and views equally and fairly.	Journalists are expected to show impartiality in their reporting.
B2	rephrase	verb	communication	перефразировать	To say something again using different words to make it clearer.	Could you rephrase that question so everyone understands it?
B2	object	verb	communication	возражать	To express disagreement or disapproval of something.	Several members of the audience objected to the speaker's conclusions.
B2	counter	verb	communication	возражать/опровергать	To respond to an argument or claim with an opposing one.	She countered his objection with a clear and well-supported argument.
B2	paraphrase	verb	communication	перефразировать	To express what someone has said or written using different words.	He paraphrased the paragraph to avoid copying it directly.
B2	infer	verb	communication	делать вывод	To reach a conclusion based on evidence rather than direct statement.	From her tone, he inferred that she was not entirely happy with the outcome.
B2	rebut	verb	communication	опровергать	To argue that a claim or evidence is false.	She rebutted each point in his argument with clear factual evidence.
B2	persuade	verb	communication	убеждать	To cause someone to do or believe something by giving good reasons.	She persuaded him to try the restaurant by recommending a dish.
B2	concede	verb	communication	уступать/признавать	To admit that something is true; to give up a point in an argument.	He conceded that his initial assessment had been wrong.
B2	exaggerate	verb	communication	преувеличивать	To describe something as larger or more extreme than it really is.	She exaggerated the number of people who had signed the petition.
B2	comply	verb	behaviour	подчиняться/выполнять требования	To act in accordance with a request or rule.	Businesses must comply with the new data protection regulations.
B2	cultivate	verb	behaviour	культивировать	To develop or encourage the growth of a skill or habit.	She deliberately cultivated the habit of reflecting on her day each evening.
B2	conform	verb	behaviour	соответствовать (нормам)	To behave in a way that is expected or required.	There was pressure to conform to the norms of the group.
B2	provoke	verb	behaviour	провоцировать	To cause a strong or angry reaction.	His comments provoked an intense debate on social media.
B2	intimidate	verb	behaviour	запугивать	To frighten someone so that they do what you want.	He felt intimidated by the aggressive tone of the letter.
B2	coax	verb	behaviour	уговаривать/заманивать	To gently persuade someone to do something they are reluctant to do.	She coaxed her reluctant child into trying the new food.
B2	mediate	verb	behaviour	выступать посредником	To try to settle a dispute between two parties.	A professional was brought in to mediate between the two groups.
B2	retaliate	verb	behaviour	мстить/отвечать тем же	To take action against someone who has harmed you.	She retaliated by exposing their dishonest behaviour to management.
B2	transgress	verb	behaviour	нарушать (правила/нормы)	To break a law or moral rule.	She transgressed the accepted boundaries of professional behaviour.
B2	rebuke	verb	behaviour	отчитывать	To express sharp disapproval or criticism of someone.	She was rebuked for missing the second deadline in a row.
B2	attribute	verb	academic_skills	приписывать	To regard something as caused by or belonging to something.	She attributed the success of the project to the team's hard work.
B2	annotate	verb	academic_skills	аннотировать	To add notes to a text or diagram explaining the content.	She annotated her copy of the book with comments throughout.
B2	synthesise	verb	academic_skills	синтезировать	To combine different sources or ideas into a coherent whole.	He synthesised the findings of twenty separate studies.
B2	compile	verb	academic_skills	составлять (подборку)	To gather information from different sources into one collection.	She compiled a list of all the relevant studies on the topic.
B2	proofread	verb	academic_skills	корректировать	To read a text carefully to find and correct errors.	She always proofreads her assignments before submitting them.
B2	problematise	verb	academic_skills	проблематизировать	To treat something as problematic and open to critical examination.	The essay problematises the assumption that growth always leads to well-being.
B2	outline	verb	academic_skills	составлять план/излагать кратко	To give the main points of something without full details.	She outlined the key steps in the research process.
B2	critique	verb	academic_skills	критически анализировать	To examine and make a judgement about something.	He was asked to critique the argument presented in the essay.
B2	interpret	verb	academic_skills	интерпретировать	To explain the meaning of something.	She interpreted the data as supporting the original hypothesis.
B2	generalise	verb	academic_skills	обобщать	To make a general statement based on specific examples.	It is dangerous to generalise from a single study.
B2	presuppose	verb	academic_skills	предполагать	To require something as a prior condition.	The argument presupposes that all participants had equal access.
B2	correlate	verb	academic_skills	коррелировать	To show a relationship between two things.	Researchers found that exercise levels correlated with improved mood.
B2	given that	conjunction	logical_connectors	принимая во внимание	Taking into account the fact that.	Given that she had no experience, her performance was impressive.
B2	provided that	conjunction	logical_connectors	при условии что	On the condition that something else happens.	She will accept the offer provided that she gets a pay rise.
B2	alternatively	adverb	logical_connectors	в качестве альтернативы	As another possibility or choice.	You could take the train; alternatively, we could drive there.
B2	on the other hand	phrase	logical_connectors	с другой стороны	Used to introduce a contrasting point.	The price is high; on the other hand, the quality is excellent.
B2	in contrast	phrase	logical_connectors	в отличие от этого	Used to show that two things are very different.	In contrast to her sister, she was very quiet and reserved.
B2	owing to	preposition	logical_connectors	из-за/по причине	Because of something.	The match was cancelled owing to the heavy rainfall.
B2	in addition	phrase	logical_connectors	вдобавок	Used to introduce another point that supports what was just said.	In addition to the main problem, there were several smaller issues.
B2	as a result	phrase	logical_connectors	в результате	Because of the things just mentioned.	She revised thoroughly; as a result, she passed all her exams.
B2	in order to	phrase	logical_connectors	для того чтобы	Indicating the purpose of an action.	He left work early in order to collect his children from school.
B2	by contrast	phrase	logical_connectors	для сравнения	When comparing two different things to show differences.	The first study found no effect; by contrast, the second showed a clear result.
B2	hazard	noun	risk_danger	опасность	A thing likely to cause danger or difficulty.	Slippery roads are a hazard in icy weather.
B2	precaution	noun	risk_danger	предосторожность	An action taken to prevent something dangerous happening.	She took the precaution of keeping an extra key with her neighbour.
B2	immune	adjective	risk_danger	невосприимчивый/иммунный	Protected against a disease or not affected by something.	Having had the illness once, she was now immune.
B2	calamitous	adjective	risk_danger	бедственный/гибельный	Causing great damage or suffering; disastrous.	The decision proved calamitous for the company and led to its collapse.
B2	mortality	noun	risk_danger	смертность	The state of being subject to death; death rate.	The mortality rate from the disease dropped significantly after the vaccine was introduced.
B2	exploit	verb	risk_danger	использовать в своих целях	To use something unfairly or to take advantage of a weakness.	Scammers exploit vulnerable elderly people online.
B2	susceptible	adjective	risk_danger	восприимчивый	Likely to be influenced or harmed by something.	Young children are particularly susceptible to respiratory infections.
B2	casualty	noun	risk_danger	пострадавший/жертва	A person killed or injured in an accident or disaster.	The rescue team worked through the night to reach the casualties.
B2	contaminate	verb	risk_danger	загрязнять/заражать	To make something impure by introducing a harmful substance.	The river was contaminated by chemicals from the factory.
B2	pandemic	noun	risk_danger	пандемия	A disease that spreads across a whole country or the entire world.	The pandemic forced governments to close borders and restrict movement.
B2	frequency	noun	science_b2	частота	The number of times a wave or cycle repeats per unit of time.	The frequency of the sound wave determines whether it is heard as high or low.
B2	molecule	noun	science_b2	молекула	The smallest unit of a substance that retains its chemical properties.	Water is made of molecules each containing two hydrogen atoms and one oxygen.
B2	photosynthesis	noun	science_b2	фотосинтез	The process by which plants convert sunlight into food.	Without photosynthesis, plant life on Earth could not survive.
B2	DNA	noun	science_b2	ДНК	The molecule that carries genetic instructions in living organisms.	Scientists were able to identify the suspect using DNA evidence.
B2	mutation	noun	science_b2	мутация	A change in the genetic material of a cell.	The mutation in the gene caused the protein to function incorrectly.
B2	electron	noun	science_b2	электрон	A negatively charged particle that orbits the nucleus of an atom.	Electrons flow through a conductor to create an electric current.
B2	nucleus	noun	science_b2	ядро (клетки/атома)	The central part of an atom or cell.	The nucleus of an atom contains protons and neutrons.
B2	catalyst	noun	science_b2	катализатор	A substance that speeds up a chemical reaction without being consumed.	The platinum catalyst enabled the reaction to proceed at a lower temperature.
B2	velocity	noun	science_b2	скорость (направленная)	The speed of something in a given direction.	The velocity of the projectile was measured at five hundred metres per second.
B2	neuron	noun	science_b2	нейрон	A nerve cell that transmits signals in the brain and nervous system.	Neurons communicate with each other through electrical impulses.

B2	emphasis	noun	communication	акцент	Special importance given to something in speech or writing.	She placed great emphasis on the need for careful planning.
B2	procrastinate	verb	behaviour	откладывать на потом	To delay doing something that you should do.	He procrastinated for weeks before finally starting the report.
B2	intercultural	adjective	culture	межкультурный	Involving or relating to different cultures.	Intercultural communication skills are essential for international business.
B2	albeit	conjunction	logical_connectors	хотя	Although; even though.	It was a successful event, albeit smaller than last year's.
B2	disinformation	noun	media	дезинформация	False information deliberately spread to deceive people.	Social media made it easier to spread disinformation rapidly.
B2	objectivity	noun	media	объективность	The quality of not being influenced by personal feelings or opinions.	Journalists are expected to report news with objectivity.
B2	perception	noun	psychology	восприятие	The way you notice or understand something using your senses.	Our perception of colour is influenced by the light around us.
B2	vulnerability	noun	risk_danger	уязвимость	The quality of being easily hurt, damaged, or attacked.	The report highlighted the vulnerability of coastal towns to flooding.
B2	exposure	noun	risk_danger	воздействие	The state of being unprotected from something harmful.	Long exposure to sunlight can damage your skin.
B2	particle	noun	science_b2	частица	An extremely small piece of a substance.	The air was full of tiny particles after the volcanic eruption.
B2	bibliography	noun	academic_skills	библиография	A list of books and sources used when writing a paper.	She included a full bibliography at the end of her dissertation.
B2	contamination	noun	environment	загрязнение	The process of making something harmful by adding a polluting substance.	The contamination of the river affected local fish populations.
B2	landfill	noun	environment	мусорный полигон	A place where waste material is buried underground.	The local landfill site was nearly full and had to be closed.
B2	biodegradable	adjective	environment	биоразлагаемый	Able to be broken down naturally by bacteria.	The company switched to biodegradable packaging to reduce waste.
B2	oppression	noun	social_issues	угнетение	The cruel and unjust treatment of a group of people.	The documentary highlighted the oppression faced by minorities.
B2	marginalise	verb	social_issues	маргинализировать	To treat someone as if they are not important.	Policies that marginalise the poor lead to greater inequality.
B2	custom	noun	culture	обычай	a traditional practice followed in a society	It is a custom to bow when greeting someone in Japan.
B2	acculturation	noun	culture	аккультурация	the process of adopting the culture of another group	Acculturation can be challenging for immigrants.
B2	isotope	noun	science_b2	изотоп	one of two or more forms of the same element	Carbon has several isotopes used in dating.
B2	enzyme	noun	science_b2	фермент	a protein that speeds up a chemical reaction in a body	Enzymes help digest food in the stomach.
B2	receptor	noun	science_b2	рецептор	a cell or organ that responds to stimuli	Pain receptors send signals to the brain.
B2	wavelength	noun	science_b2	длина волны	the distance between the crests of two waves	Visible light has a wavelength we can see.
B2	conductivity	noun	science_b2	проводимость	the ability of a substance to conduct heat or electricity	Copper has high electrical conductivity.
B2	membrane	noun	science_b2	мембрана	a thin flexible layer that covers or separates something	The cell membrane controls what enters the cell.
B2	influencer	noun	media	инфлюенсер	a person who affects others' opinions through social media	The brand hired an influencer to promote their product.
B2	hyperlink	noun	media	гиперссылка	a link in digital text that takes you to another page	Click the hyperlink to read the full article.
B2	clickbait	noun	media	кликбейт	content designed to attract clicks with sensational headlines	That article was just clickbait with no real news.
B2	paywall	noun	media	платный доступ	a system requiring payment to access online content	The newspaper put its articles behind a paywall.
B2	engage	verb	communication	вступать в общение	to attract and hold someone's attention or interest	The speaker knew how to engage the audience.
B2	rapport	noun	communication	взаимопонимание	a close and friendly relationship with someone	She quickly built rapport with the new students.
B2	informal	adjective	communication	неформальный	relaxed and friendly in style or tone	The meeting was informal and open.
B2	mitigation	noun	risk_danger	смягчение	the action of reducing the severity of something	Early action is key to the mitigation of risk.
B2	safeguard	noun	risk_danger	защитная мера	a measure taken to protect against harm	Safety regulations are a safeguard against accidents.
B2	deterrence	noun	risk_danger	сдерживание	the use of threats to prevent harmful actions	Nuclear deterrence was central to Cold War strategy.
B2	jeopardy	noun	risk_danger	угроза	danger of loss, harm, or failure	His health was in jeopardy after the accident.
B2	leverage	noun	business	рычаг влияния	the power to influence a situation or outcome	They used their financial leverage in the negotiation.
B2	consortium	noun	business	консорциум	a group of organisations working together on a project	A consortium of firms bid for the contract.
B2	cognition	noun	psychology	познание	the mental process of acquiring knowledge	Language affects cognition and thought.
B2	narcissism	noun	psychology	нарциссизм	excessive admiration of oneself	His narcissism made it hard to work with him.
B2	desensitise	verb	psychology	притуплять чувства	to make someone less sensitive to something	Violent media may desensitise viewers to aggression.
B2	exhibit	verb	behaviour	проявлять	to show a particular quality or behaviour	He exhibited signs of stress before the exam.
B2	restrain	verb	behaviour	сдерживать	to prevent someone from doing something	She restrained herself from saying what she thought.
B2	appease	verb	behaviour	умиротворять	to make someone calmer by giving them what they want	They tried to appease the angry crowd.
B2	simulate	verb	behaviour	симулировать	to pretend to have a feeling or to copy something	The training exercise simulated a real emergency.
B2	thus	adverb	logical_connectors	таким образом	as a result or consequence of this	The weather was bad; thus, we stayed inside.
B2	hence	adverb	logical_connectors	следовательно	for this reason or therefore	He was late; hence, he missed the introduction.
B2	namely	adverb	logical_connectors	а именно	that is to say; specifically	Only one person failed, namely John.
B2	specifically	adverb	logical_connectors	конкретно	in a precise or exact way	She asked for help, specifically with grammar.
B2	passionate	adjective	personal	страстный	having or showing strong feelings about something	She is passionate about environmental issues.
B2	genuine	adjective	personal	подлинный	truly what it is claimed to be; sincere	His concern for the team was genuine.
B2	earnest	adjective	personal	серьёзный	showing sincere and serious intention	He made an earnest effort to improve.
B2	conception	noun	abstract	представление	an idea or understanding of something	Her conception of happiness is different from mine.
B2	duality	noun	abstract	двойственность	the quality of having two parts or natures	The novel explores the duality of human nature.
B2	restate	verb	academic_skills	перефразировать	to say something again, especially more clearly	The teacher asked him to restate his argument.
B2	hypothesise	verb	academic_skills	выдвигать гипотезу	to form a hypothesis to explain something	Scientists hypothesise and then test their ideas.
B2	oligarchy	noun	society	олигархия	government by a small group of powerful people	The country was effectively an oligarchy.
B2	biofuel	noun	environment	биотопливо	fuel made from biological materials	Biofuel is considered a cleaner energy source.
B2	segregation	noun	social_issues	сегрегация	the practice of keeping people apart based on race or class	Racial segregation was abolished in the 1960s.
B2	scapegoat	noun	social_advanced	козёл отпущения	a person blamed for the mistakes or problems of others	Immigrants were used as scapegoats during the crisis.
B2	festival	noun	culture	фестиваль	an organised series of events or performances	The town holds an annual music festival in July.
B2	belief	noun	culture	верование	a feeling that something is true or a principle held as true	Religious belief shapes many cultural practices.
B2	sacred	adjective	culture	священный	connected with a religion or deserving of great respect	The mountain is considered sacred by the local people.
B2	rite	noun	culture	обряд	a formal ceremony or procedure prescribed by tradition	Marriage is a rite that marks the start of a new life.
B2	equity	noun	business	акционерный капитал	the value of the shares issued by a company	She owns a ten per cent equity stake in the firm.
B2	asset	noun	business	актив	a resource owned by a company with economic value	The building is the company's most valuable asset.
B2	eloquence	noun	communication	красноречие	the ability to express ideas clearly and effectively in speech	Her eloquence won over the audience immediately.
B2	candid	adjective	communication	откровенный	truthful and straightforward in what you say	He gave a candid assessment of the situation.
B2	mindfulness	noun	psychology	осознанность	the practice of being fully aware of the present moment	Mindfulness meditation can reduce anxiety.
B2	outlet	noun	media	издание	a newspaper, television channel, or website that provides news	The story was covered by every major news outlet.
B2	antithesis	noun	abstract	антитезис	the direct opposite of something	Cruelty is the antithesis of kindness.
B2	citation	noun	academic_skills	цитирование	a reference to a source of information used in your work	Each claim requires a proper citation.
B2	negligence	noun	risk_danger	халатность	failure to take proper care, resulting in harm to others	The accident was caused by negligence on the road.
