LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
C1	geopolitical	adjective	global_issues	геополитический	Relating to politics as influenced by geography.	The pipeline project has significant geopolitical implications.
C1	insurgency	noun	global_issues	повстанческое движение	An armed uprising against a government or authority.	The government struggled to suppress the growing insurgency in the north.
C1	deterrent	noun	global_issues	сдерживающий фактор	Something that discourages a particular action.	Nuclear weapons are often described as a deterrent to conflict.
C1	proliferation	noun	global_issues	распространение (особенно оружия)	The rapid increase in the number of something.	The proliferation of nuclear weapons poses a serious threat to global security.
C1	coup	noun	global_issues	государственный переворот	A sudden and violent seizure of power from a government.	The military coup overthrew the elected government overnight.
C1	armistice	noun	global_issues	перемирие	An agreement between opposing sides to stop fighting.	The armistice was signed in November 1918, ending the First World War.
C1	cease-fire	noun	global_issues	прекращение огня	A temporary halt to fighting agreed by both sides.	The cease-fire held for several weeks before fighting resumed.
C1	cascade	verb	process	каскадировать	To fall or flow in stages; to happen in a series of steps.	One mistake cascaded into a series of increasingly serious problems.
C1	standardise	verb	process	стандартизировать	To cause things to follow the same rules or pattern.	The aim was to standardise procedures across all regional offices.
C1	streamline	verb	process	оптимизировать	To make a process more efficient.	The new software streamlined the entire booking process.
C1	phase	verb	process	поэтапно вводить	To carry out something in stages.	The reforms were phased in over a period of three years.
C1	prioritise	verb	process	расставлять приоритеты	To give more importance to one thing over others.	She had to prioritise her tasks to meet the deadline.
C1	delegate	verb	process	делегировать	To give a task or responsibility to someone else.	A good manager knows when to delegate rather than trying to do everything alone.
C1	execute	verb	process	выполнять/осуществлять	To carry out a plan, task, or order.	The team executed the project plan efficiently and ahead of schedule.
C1	verify	verb	process	проверять/подтверждать	To check that something is accurate or true.	She called to verify that her booking had been confirmed.
C1	revamp	verb	process	обновлять/модернизировать	To improve or make something more modern.	The company revamped its website to improve the user experience.
C1	orchestrate	verb	process	организовывать/оркестровать	To arrange or direct the elements of a situation to produce the desired effect.	She orchestrated the entire campaign from her office.
C1	deploy	verb	process	развёртывать	To use or put into action systematically.	The organisation deployed a team of experts to assess the damage.
C1	inspect	verb	process	проверять/осматривать	To look at something carefully for signs of problems or faults.	Auditors inspected the accounts and found several irregularities.
C1	optimise	verb	process	оптимизировать	To make something as effective or functional as possible.	The team worked to optimise the workflow and reduce unnecessary steps.
C1	inception	noun	process_c1	начало/возникновение	The beginning of an organisation or project.	Since its inception the charity has helped thousands of families.
C1	oversight	noun	process_c1	надзор/недосмотр	Official supervision; or a mistake caused by failing to notice something.	The error was the result of an oversight rather than deliberate negligence.
C1	rationale	noun	process_c1	обоснование	The reasons or logic behind a decision or course of action.	She explained the rationale for restructuring the department.
C1	adherence	noun	process_c1	соблюдение/следование	Faithful attachment to or compliance with a rule, belief, or practice.	Strict adherence to the guidelines ensured consistent results across all sites.
C1	recourse	noun	process_c1	обращение за помощью/право на защиту	Having a means of getting help when you have a problem.	Citizens have recourse to the courts if their rights are violated.
C1	redress	noun	process_c1	возмещение	Compensation or correction for something wrong.	She sought legal redress after the false claims damaged her reputation.
C1	yardstick	noun	process_c1	мерило/критерий оценки	A standard against which something can be measured or judged.	Customer satisfaction scores became the yardstick for evaluating service quality.
C1	threshold	noun	process_c1	порог	A level or point at which something begins or changes.	The results just crossed the threshold required for publication.
C1	remit	noun	process_c1	круг задач/полномочия	The area of activity over which a person or group has responsibility.	Digital policy falls within the minister's remit.
C1	bureaucratic	adjective	process_c1	бюрократический	Characterised by complicated rules and slow processes.	The bureaucratic approval process delayed the project by several months.
C1	cohesion	noun	process_c1	сплочённость	The quality of being united and working well together.	The team's cohesion was the key to their success.
C1	redundancy	noun	process_c1	избыточность/сокращение (штата)	The state of being no longer needed; or being made unemployed.	She was offered a generous redundancy package when the department was cut.
C1	outsource	verb	process_c1	передавать на аутсорсинг	To arrange for work to be done outside the company.	They decided to outsource the printing to a specialist firm.
C1	autocratic	adjective	organisation	авторитарный	Relating to a ruler or leader with total unchallenged power.	The autocratic management style created tension throughout the company.
C1	corporate	adjective	organisation	корпоративный	Relating to a large company or organisation.	Corporate responsibility for environmental damage must be more strictly enforced.
C1	lateral	adjective	organisation	горизонтальный/боковой	Relating to the side; across rather than up or down in a hierarchy.	She made a lateral move to a different department at the same level.
C1	decentralise	verb	organisation	децентрализовать	To distribute power away from a central authority.	The new director wanted to decentralise decision-making.
C1	supervision	noun	organisation	надзор/руководство	The action of overseeing and directing the work of others.	Independent supervision of the police was considered essential for public trust.
C1	stipulate	verb	organisation	оговаривать/устанавливать условие	To demand or specify something as part of an agreement.	The contract stipulated that all disputes be resolved by arbitration.
C1	governance	noun	organisation	управление/руководство	The system by which an organisation is controlled and directed.	Good governance requires transparency and clear lines of accountability.
C1	decentralisation	noun	organisation	децентрализация	The transfer of authority from a central body to regional bodies.	Decentralisation gave local councils more power over education spending.
C1	probationary	adjective	organisation	испытательный	Relating to a trial period at the start of a job or role.	She served a six-month probationary period before being confirmed in the post.
C1	charter	noun	organisation	устав/хартия	An official document that describes the rights or aims of an organisation.	The charity operates under a charter approved by the Charity Commission.
C1	affiliate	noun	organisation	аффилированная организация	A company connected to a larger one.	The charity has affiliates in twelve countries around the world.
C1	stringent	adjective	conditions	строгий/жёсткий	Very strict or severe.	The laboratory operated under stringent safety conditions.
C1	volatile	adjective	conditions	нестабильный/взрывоопасный	Likely to change suddenly and unpredictably.	Oil prices are notoriously volatile.
C1	worsen	verb	conditions	ухудшаться/усугубляться	To become worse or to make something worse.	The flooding worsened overnight as more rain fell on already saturated ground.
C1	fraught	adjective	conditions	напряжённый/чреватый	Full of difficulty or stress.	The negotiations were fraught with difficulty from the very beginning.
C1	bleak	adjective	conditions	мрачный/безрадостный	Offering little hope; cold and bare.	The economic outlook was bleak following the collapse of exports.
C1	robust	adjective	conditions	устойчивый/надёжный	Strong and unlikely to fail or break down.	The economy showed a robust performance despite external pressures.
C1	rampant	adjective	conditions	буйный/разгулявшийся	Growing or spreading without restraint.	Corruption was rampant throughout the organisation at every level.
C1	dire	adjective	conditions	ужасный/крайний	Very serious or terrible; requiring urgent attention.	The situation in the region was described as dire by international observers.
C1	precarious	adjective	conditions	ненадёжный/нестабильный	Likely to fall or become dangerous without warning.	Many workers find themselves in precarious employment with no job security.
C1	transient	adjective	conditions	временный/непостоянный	Lasting only a short time.	The celebrity's fame turned out to be transient.
C1	undergo	verb	experiences	проходить через (изменения)	To experience something, especially a change or process.	She underwent extensive training before taking on the new role.
C1	grapple	verb	experiences	бороться/справляться	To struggle to deal with a difficult problem.	He grappled with the complex moral dilemma for weeks.
C1	navigate	verb	experiences	ориентироваться/преодолевать	To find a way through a complex situation.	She found it difficult to navigate the bureaucratic system alone.
C1	reconcile	verb	experiences	примирять/совмещать	To make two things compatible; to restore a relationship.	He struggled to reconcile his personal values with his professional duties.
C1	endure	verb	experiences	переносить/терпеть	To suffer something difficult for a long time.	She endured years of hardship before finally achieving success.
C1	distil	verb	experiences	выделять суть	To extract the essential part of something.	The report distilled the key findings into a short executive summary.
C1	reflect	verb	experiences	задумываться/размышлять	To think carefully and deeply about something.	She reflected on the decision for several days before responding.
C1	immerse	verb	experiences	погружаться	To become deeply involved in an activity or subject.	He immersed himself in the local culture and quickly learned the language.
C1	lament	verb	experiences	сожалеть/оплакивать	To express grief or regret about something.	Critics lamented the loss of traditional craftsmanship in modern design.
C1	reshape	verb	experiences	переформировывать	To change the shape, character, or nature of something significantly.	Living abroad reshaped her outlook on life in ways she had not anticipated.
C1	internalise	verb	experiences	усваивать (внутренне)	To accept and incorporate a value or idea into your own thinking.	Over time, she internalised the strict standards her mentor had set.
C1	pore	verb	experiences	тщательно изучать	To read or study something with great attention.	He pored over every word of the contract before agreeing to sign.
C1	anticipate	verb	experiences	предвидеть	To expect and prepare for something before it happens.	She anticipated the problem and took steps to prevent it.
C1	manifest	verb	experiences	проявляться	To show something clearly; to be evidence of something.	Her anxiety manifested itself as difficulty sleeping.
C1	forthright	adjective	personal_advanced	прямолинейный/откровенный	Direct and outspoken; saying what you think without hesitation.	She was known for her forthright manner and never avoided difficult conversations.
C1	tenacious	adjective	personal_advanced	упорный/настойчивый	Not giving up; holding firmly to something.	He was tenacious in pursuing his goal despite many setbacks.
C1	principled	adjective	personal_advanced	принципиальный	Acting in accordance with moral values.	She made a principled decision to refuse the offer.
C1	selfless	adjective	personal_advanced	бескорыстный	Concerned more with others' needs than with your own.	His selfless dedication to the charity inspired everyone around him.
C1	pragmatic	adjective	personal_advanced	прагматичный	Dealing with things sensibly and practically.	She took a pragmatic approach to solving the problem.
C1	equanimous	adjective	personal_advanced	невозмутимый	Mentally calm and composed, especially in a difficult situation.	She remained equanimous despite the chaos unfolding around her.
C1	introspective	adjective	personal_advanced	склонный к самоанализу	Tending to examine your own thoughts and feelings.	She was an introspective person who kept a detailed diary.
C1	altruistic	adjective	personal_advanced	альтруистический	Showing unselfish concern for other people.	Her altruistic impulse led her to donate most of her savings.
C1	steadfast	adjective	personal_advanced	стойкий/непоколебимый	Firmly committed and unlikely to give way.	He remained steadfast in his beliefs despite great pressure.
C1	versatile	adjective	personal_advanced	универсальный	Able to do many different things well.	She is a versatile performer who is equally convincing in comedy and drama.
C1	complacency	noun	personal_advanced	самодовольство/самоуспокоенность	A feeling of satisfaction with your situation that prevents you from trying to improve.	The team's complacency after early success led to a series of costly mistakes.
C1	counterintuitive	adjective	patterns	контринтуитивный	Contrary to what one would instinctively expect.	The counterintuitive finding was that more choice led to less satisfaction.
C1	cumulative	adjective	patterns	накопительный	Increasing or growing by successive additions.	The cumulative effect of small daily habits is significant over time.
C1	transitory	adjective	patterns	преходящий	Lasting only for a short time.	The pain was transitory and faded within a few hours.
C1	recurrent	adjective	patterns	повторяющийся	Happening again and again; occurring regularly.	She suffered from a recurrent nightmare for years after the accident.
C1	perennial	adjective	patterns	многолетний/постоянный	Lasting for a long time or occurring repeatedly.	Funding is a perennial problem for arts organisations.
C1	systemic	adjective	patterns	системный	Relating to a whole system rather than just a part of it.	The problem was systemic and could not be fixed by individual changes alone.
C1	paradoxical	adjective	patterns	парадоксальный	Seemingly contradictory or absurd yet possibly true.	It is paradoxical that the more you seek happiness, the less you find it.
C1	endemic	adjective	patterns	эндемичный/укоренившийся	Regularly found in a particular area or group.	Corruption is endemic in certain parts of the system.
C1	latent	adjective	patterns	скрытый/латентный	Existing but not yet developed or manifest.	The study revealed a latent talent in students who had been dismissed.
C1	peripheral	adjective	patterns	периферийный/второстепенный	Of minor importance; on the edge of something.	He played only a peripheral role in the development of the project.
C1	instigate	verb	social_advanced	инициировать	To cause an event or process to begin.	She instigated the campaign to improve conditions in the factory.
C1	dismantle	verb	social_advanced	демонтировать/разрушать	To take apart or put an end to a system.	The new government promised to dismantle the oppressive apparatus.
C1	bolster	verb	social_advanced	укреплять	To support or strengthen something.	New investment helped to bolster the company's financial position.
C1	curtail	verb	social_advanced	ограничивать/сокращать	To reduce or limit something.	Civil liberties were curtailed under the emergency laws.
C1	agitate	verb	social_advanced	агитировать/волновать	To campaign publicly for political or social change.	Workers agitated for better pay and working conditions over many years.
C1	radicalise	verb	social_advanced	радикализировать	To cause someone to adopt more extreme political or religious views.	Online content has been used to radicalise vulnerable young people.
C1	entrench	verb	social_advanced	укоренять/закреплять	To firmly establish a belief, habit, or system so it is hard to change.	The policy entrenched existing inequalities rather than reducing them.
C1	perpetuate	verb	social_advanced	увековечивать/продолжать	To cause something to continue indefinitely.	The media can perpetuate harmful stereotypes if it is not careful.
C1	infringe	verb	social_advanced	нарушать (права)	To break a rule or violate someone's rights.	The new law was seen as infringing on citizens' privacy rights.
C1	coerce	verb	social_advanced	принуждать	To make someone do something using force or threats.	He was coerced into signing the document under duress.
C1	rectify	verb	social_advanced	исправлять	To put something right.	The company took immediate steps to rectify the error.
C1	illuminate	verb	social_advanced	освещать (тему)	To make something clearer and easier to understand.	The documentary illuminated a side of history rarely taught in schools.
C1	allude	verb	social_advanced	намекать	To refer to something indirectly.	She alluded to difficulties at home without revealing full details.
C1	epitomise	verb	social_advanced	олицетворять	To be a perfect example of a quality or type.	He epitomised the qualities of leadership: calm, decisive and fair.
C1	deviate	verb	social_advanced	отклоняться	To depart from an expected or accepted standard.	She was careful not to deviate from the agreed procedure.
C1	vilify	verb	social_advanced	клеветать/чернить	To speak or write about someone in a very critical or unpleasant way.	He was vilified in the press after the scandal became public.
C1	antagonise	verb	social_advanced	раздражать/настраивать против	To cause someone to feel hostile or angry.	He had a habit of antagonising his colleagues with unnecessary criticism.
C1	underscore	verb	social_advanced	подчёркивать	To emphasise the importance of something.	The results underscore the need for urgent reform of the system.
C1	impartial	adjective	arts_c1	беспристрастный	Treating all sides equally; not biased.	The judge was asked to give an impartial assessment of both works.
C1	immersive	adjective	arts_c1	иммерсивный	Creating a deep sense of involvement in a piece of art or media.	The immersive theatre experience placed the audience inside the story.
C1	lyrical	adjective	arts_c1	лиричный	Having an expressive, musical quality; showing deep personal feeling.	The painting was lyrical in quality, conveying a deep sense of longing.
C1	cathartic	adjective	arts_c1	очищающий/катарсический	Providing psychological relief through art or drama.	Watching the tragedy was cathartic; she cried and felt much better afterwards.
C1	symbolic	adjective	arts_c1	символический	Relating to or using symbols to represent ideas.	The white dove is a symbolic image of peace.
C1	allegorical	adjective	arts_c1	аллегорический	Expressing ideas through symbolic characters and events.	The allegorical poem uses a journey to represent the struggles of life.
C1	haunting	adjective	arts_c1	преследующий/незабываемый	Evoking a strong feeling of sadness or beauty that stays in the mind.	The haunting melody stayed with her for days after the concert.
C1	compelling	adjective	arts_c1	захватывающий	Very interesting or convincing.	The documentary was so compelling that she watched it twice in one day.
C1	subversive	adjective	arts_c1	подрывной	Intended to weaken or overthrow an established system.	The artist's work was seen as subversive by the ruling authorities.
C1	tragicomic	adjective	arts_c1	трагикомический	Combining elements of both tragedy and comedy.	The film has a tragicomic tone that leaves viewers laughing and moved at the same time.
C1	render	verb	arts_c1	воспроизводить/передавать	To perform or represent something in a particular way.	The painter rendered the light beautifully in the landscape scene.
C1	captivate	verb	arts_c1	пленять/захватывать	To attract and hold the interest and attention of someone completely.	The performance captivated the audience from the very first scene.
C1	vindicate	verb	arts_c1	оправдывать/реабилитировать	To prove someone or something to be right or justified.	The critical reception of the novel vindicated her decision to publish it.
C1	trivial	adjective	logic_c1	тривиальный/незначительный	Of little importance; not serious.	The disagreement was over a trivial matter that could easily have been resolved.
C1	tenuous	adjective	logic_c1	шаткий/хрупкий	Weak; having little substance or validity.	The connection between the two events was tenuous at best.
C1	circular	adjective	logic_c1	порочный (об аргументации)	Using the conclusion as part of the reasoning.	His argument was circular — he simply restated his assumption.
C1	fallacious	adjective	logic_c1	ошибочный/ложный	Based on incorrect reasoning; misleading.	The conclusion was based on a fallacious assumption.
C1	viable	adjective	logic_c1	жизнеспособный	Capable of working or being done successfully.	The committee decided that the proposal was financially viable.
C1	inconclusive	adjective	logic_c1	неубедительный/неопределённый	Not leading to a clear conclusion.	The evidence was inconclusive and the case was dropped.
C1	deductive	adjective	logic_c1	дедуктивный	Using facts to reach a logical conclusion.	She used deductive reasoning to solve the problem step by step.
C1	inductive	adjective	logic_c1	индуктивный	Reaching a general principle from specific examples.	Inductive reasoning moves from particular observations to general conclusions.
C1	substantiate	verb	logic_c1	подтверждать фактами	To provide evidence to support a claim.	He could not substantiate his claims with any documented evidence.
C1	negate	verb	logic_c1	отрицать/аннулировать	To make something ineffective or void.	One major weakness can negate all the strengths in an argument.
C1	oversimplify	verb	logic_c1	упрощать	To make something seem simpler than it really is.	The journalist was accused of oversimplifying a complex issue.
C1	extrapolate	verb	logic_c1	экстраполировать	To extend known data to estimate beyond the known range.	From the trend, scientists extrapolated that temperatures would rise further.
C1	discern	verb	logic_c1	различать/разглядеть	To recognise or see something with effort.	It was hard to discern any clear pattern in the data.
C1	corroborate	verb	logic_c1	подтверждать (свидетельствами)	To provide evidence to support a statement or theory.	A second witness came forward to corroborate her account.
C1	invalidate	verb	logic_c1	лишать силы	To make something no longer valid or effective.	The new data completely invalidated the original findings.
C1	juxtapose	verb	logic_c1	сопоставлять	To place two things close together to highlight their differences.	The essay juxtaposed two contrasting theories of justice.

C1	posit	verb	academic_discourse	постулировать	To suggest or assume that something is true.	The paper posits a link between diet and cognitive performance.
C1	contingent	adjective	conditions	зависящий от обстоятельств	Depending on something else in order to happen.	The funding was contingent on the project meeting specific targets.
C1	provisional	adjective	conditions	временный	Arranged for the present but likely to change.	The provisional agreement was signed pending final approval.
C1	prerequisite	noun	conditions	предпосылка	Something that must exist or be done before something else can happen.	A degree is a prerequisite for most professional positions.
C1	subject to	phrase	conditions	при условии	Depending on a condition being met first.	The deal was subject to approval by the board of directors.
C1	trajectory	noun	patterns	траектория	The path or direction along which something develops.	The company's growth trajectory has been consistently upward.
C1	cyclical	adjective	patterns	циклический	Happening in repeated cycles or patterns.	The economy goes through cyclical periods of growth and recession.
C1	converge	verb	patterns	сходиться	To come together from different directions to meet at a point.	Several major roads converge at the centre of the city.
C1	diverge	verb	patterns	расходиться	To go in different directions from the same starting point.	Their opinions began to diverge as the discussion continued.
C1	prudent	adjective	personal_advanced	благоразумный	Careful and sensible in avoiding risks and making good decisions.	It would be prudent to save some money before making that investment.
C1	equanimity	noun	personal_advanced	душевное спокойствие	A calm and composed mental state in difficult situations.	She faced the setback with remarkable equanimity.
C1	arbitrage	noun	business_advanced	арбитраж	The practice of profiting from differences in prices in different markets.	Currency arbitrage is common in international financial trading.
C1	divestment	noun	business_advanced	дивестиция	The sale of assets or subsidiary companies.	The company announced a major divestment to focus on its core business.
C1	fiduciary	adjective	business_advanced	фидуциарный	Relating to a trust or the responsibility to act in someone's best interest.	Directors have a fiduciary duty to act in shareholders' interests.
C1	ellipsis	noun	language_advanced	эллипсис	The omission of words from speech or writing that can be understood from context.	The use of ellipsis makes the sentence more concise without losing meaning.
C1	pragmatics	noun	language_advanced	прагматика	The study of how language is used in social contexts.	Pragmatics explains why the same words can mean different things in different situations.
C1	avant-garde	adjective	arts_c1	авангардный	New and experimental in style, especially in art and culture.	The avant-garde film divided critics with its unconventional structure.
C1	motif	noun	arts_c1	мотив	A repeated element or theme in art, literature, or music.	The motif of water runs throughout the composer's later works.
C1	iterate	verb	process	повторять	To repeat a process, making improvements each time.	The design team continued to iterate on the prototype until it was perfect.
C1	epiphany	noun	experiences	откровение	A sudden, clear understanding of something important.	Reading that book was an epiphany that changed how she saw the world.
C1	elicit	verb	academic_discourse	извлекать	to draw out a response or information from someone	Good questions elicit thoughtful answers.
C1	appraise	verb	process_c1	оценивать	to assess the value or quality of something	The manager regularly appraises staff performance.
C1	liaise	verb	process_c1	поддерживать связь	to communicate and work together with someone	You will need to liaise with the other departments.
C1	proactive	adjective	process_c1	проактивный	taking action in advance to deal with problems	A proactive approach prevents many issues.
C1	contingency	noun	process_c1	непредвиденное обстоятельство	a plan for a possible future event	We need a contingency plan if this fails.
C1	feasibility	noun	process_c1	осуществимость	the quality of being likely to succeed or be done	We need to assess the feasibility of the project.
C1	workflow	noun	organisation	рабочий процесс	the sequence of processes through which work passes	We need to improve our team's workflow.
C1	directive	noun	organisation	директива	an official instruction issued by an authority	The manager issued a directive on remote working.
C1	devolution	noun	organisation	передача полномочий	the transfer of power to a lower level of government	Devolution gave more control to regional authorities.
C1	empiricism	noun	science	эмпиризм	the theory that all knowledge comes from experience	Empiricism underpins the scientific method.
C1	taxonomy	noun	science	таксономия	the branch of science concerned with classification	Taxonomy helps organise living things into groups.
C1	microbiology	noun	science	микробиология	the study of microorganisms such as bacteria and viruses	Advances in microbiology have improved medicine.
C1	colonialism	noun	global_issues	колониализм	the policy of acquiring control over another country	Colonialism shaped the modern world map.
C1	proxy war	noun	global_issues	война по доверенности	a conflict in which major powers support opposing sides	The region became a theatre for a proxy war.
C1	diaspora	noun	global_issues	диаспора	people who have spread from their homeland	The Irish diaspora is found across the world.
C1	equitable	adjective	personal_advanced	справедливый	fair and treating everyone in the same way	An equitable solution was found for both parties.
C1	judicious	adjective	personal_advanced	благоразумный	having or showing good judgement and common sense	She made a judicious choice under pressure.
C1	destabilise	verb	social_advanced	дестабилизировать	to make a system or country unstable	The scandal threatened to destabilise the government.
C1	disaffected	adjective	social_advanced	недовольный	dissatisfied and no longer loyal or supportive	Disaffected voters stayed home on election day.
C1	adjudicate	verb	law_politics	выносить решение	to make an official decision about a dispute	A panel of judges will adjudicate the competition.
C1	recalibrate	verb	change	перенастроить	to adjust something carefully to match a new situation	The company had to recalibrate its strategy.
C1	diction	noun	language_advanced	дикция	the style of enunciation or choice of words in speech	Clear diction is essential for public speaking.
C1	logistics	noun	process	логистика	the detailed organisation of a complex operation	Good logistics are essential for the event to succeed.
C1	oscillate	verb	patterns	колебаться	to move or change repeatedly between two points or states	Public opinion oscillates between support and opposition.
C1	interplay	noun	arts_c1	взаимодействие	the way in which two or more things affect each other	The interplay of light and shadow creates depth.
C1	aggravate	verb	conditions	усугублять	to make a bad situation worse	Cold weather aggravates joint pain.
C1	crystallise	verb	experiences	выкристаллизовать	to make an idea or feeling clear and definite	The journey helped crystallise her thoughts.
C1	elucidate	verb	academic_discourse	разъяснять	to make something clear and easy to understand	Can you elucidate your argument further?
C1	delineate	verb	academic_discourse	очерчивать	to describe or explain something precisely and clearly	The report delineates the key findings of the study.
C1	expound	verb	academic_discourse	излагать	to explain and develop an idea in detail	He expounded his theory at the conference.
C1	enumerate	verb	academic_discourse	перечислять	to mention a number of things one by one	She enumerated the reasons for her decision.
C1	circumscribe	verb	academic_discourse	ограничивать	to restrict something within certain limits	The law circumscribes the power of the government.
C1	delegation	noun	organisation	делегирование	the act of giving tasks or authority to someone else	Effective delegation is a key management skill.
C1	induction	noun	organisation	вводный инструктаж	the process of introducing a new employee to their role	All new staff attend a two-day induction.
C1	pilot	adjective	process_c1	пилотный	done as a test before being applied more widely	We ran a pilot scheme before the full launch.
