LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
B1	update	verb	technology	обновлять	To add new information or the latest version of something.	She updated her profile picture on her social media account.
B1	data	noun	technology	данные	Facts and information, especially stored on a computer.	The researchers collected data from over a thousand participants.
B1	system	noun	technology	система	A set of things or parts that work together.	The new transport system has reduced travel times significantly.
B1	online	adjective	technology	онлайн	Connected to or available through the internet.	She completed the entire course online without attending any classes.
B1	improve	verb	personal_development	улучшать	To make something better.	She took extra lessons to improve her maths grade.
B1	develop	verb	personal_development	развивать	To grow or cause something to grow stronger or more advanced.	He wants to develop his public speaking skills.
B1	practice	noun	personal_development	практика	Doing something regularly to get better at it.	Regular practice is the only way to become a good musician.
B1	challenge	noun	personal_development	вызов/трудность	Something difficult that tests your abilities.	Learning to drive was a real challenge for her at first.
B1	progress	noun	personal_development	прогресс	Movement towards a better or more advanced state.	She made excellent progress in her first year of learning Chinese.
B1	opportunity	noun	personal_development	возможность	A chance to do something or achieve something.	Living abroad was a great opportunity to learn a new language.
B1	success	noun	personal_development	успех	The achievement of what you were trying to do.	Her success in business inspired many young women.
B1	decision	noun	personal_development	решение	A choice you make after thinking about something.	He made the difficult decision to quit his job and travel the world.
B1	responsibility	noun	personal_development	ответственность	Something you are expected to do as part of your role.	She took responsibility for organising the team's schedule.
B1	confident	adjective	personal_development	уверенный	Certain about your own ability to do something well.	After months of training, he felt confident enough to compete.
B1	health	noun	health	здоровье	The general condition of a person's body or mind.	Regular exercise is essential for good physical and mental health.
B1	exercise	noun	health	упражнение/зарядка	Physical activity done to keep fit and healthy.	She does thirty minutes of exercise every morning before work.
B1	diet	noun	health	диета/питание	The food and drink that a person regularly eats.	The doctor recommended a low-fat diet to improve her cholesterol.
B1	stress	noun	health	стресс	A feeling of worry and pressure caused by difficult situations.	His doctor told him to reduce stress and get more sleep.
B1	mental	adjective	health	психический/умственный	Relating to the mind or the state of the mind.	Mental health is just as important as physical health.
B1	injury	noun	health	травма	Harm done to a part of the body, often as a result of an accident.	He suffered a knee injury during the football match.
B1	treatment	noun	health	лечение	Medical care given to a patient for an illness or injury.	The doctor started the treatment immediately.
B1	symptom	noun	health	симптом	A sign that shows someone is ill.	Fatigue and a sore throat are common symptoms of this illness.
B1	disease	noun	health	болезнь	An illness affecting a person, animal, or plant.	The disease spread rapidly through the school.
B1	pharmacy	noun	health	аптека	A shop where medicines are sold or given out.	She went to the pharmacy to pick up her prescription.
B1	history	noun	education	история	The study of past events.	He studied history at university and became a teacher.
B1	science	noun	education	наука	The study of the physical and natural world through observation and experiment.	She won a prize at the national science competition.
B1	literature	noun	education	литература	Written works, especially novels, plays, and poetry considered to have artistic value.	She has a degree in English literature from Oxford University.
B1	research	noun	education	исследование	A careful study of a subject to discover new facts or ideas.	The research showed that sleep deprivation affects memory.
B1	knowledge	noun	education	знание	Facts, information, and skills gained through education.	Her knowledge of European history was impressive.
B1	university	noun	education	университет	A place of higher education where students study for degrees.	He applied to five universities and was accepted by three.
B1	degree	noun	education	учёная степень/диплом	A qualification awarded by a university after completing a course.	She has a degree in economics from a top university.
B1	lecture	noun	education	лекция	A talk given to a group of students or people to teach something.	The professor gave an interesting lecture on climate change.
B1	essay	noun	education	эссе	A short piece of writing on one subject.	She wrote a three-thousand-word essay on Shakespeare.
B1	examination	noun	education	экзамен (официальный)	A formal test of someone's knowledge of a subject.	She passed all her final examinations with high marks.
B1	relationship	noun	relationships	отношения	The way in which two or more people feel about and behave towards each other.	They had a close relationship built on trust and respect.
B1	marriage	noun	relationships	брак	The legal relationship between two people who are husband and wife.	They celebrated twenty years of happy marriage.
B1	divorce	noun	relationships	развод	The legal ending of a marriage.	The divorce was difficult for the whole family, especially the children.
B1	argument	noun	relationships	ссора/спор	A disagreement between people.	They had a serious argument about money and didn't speak for days.
B1	trust	noun	relationships	доверие	A belief that someone is honest and will not harm you.	Trust is the most important part of any friendship.
B1	support	verb	relationships	поддерживать	To help someone emotionally or practically.	Her friends supported her through a very difficult time.
B1	respect	noun	relationships	уважение	A feeling of admiration for someone because of their qualities.	She had great respect for her grandmother's wisdom and kindness.
B1	forgive	verb	relationships	прощать	To stop feeling angry at someone who has done something wrong.	It took her years to forgive him for what he had done.
B1	jealous	adjective	relationships	ревнивый	Feeling upset because someone else has something you want.	He was jealous of his brother's success in sport.
B1	involve	verb	relationships	вовлекать	To include someone in an activity or decision.	She tried to involve all the team members in the planning process.
B1	planet	noun	environment	планета	A large spherical body that orbits a star.	We must protect our planet for future generations.
B1	damage	verb	environment	наносить вред	To cause physical harm to something.	Heavy rain damaged the roof of the old building.
B1	protect	verb	environment	защищать	To keep someone or something safe from harm.	The government must protect endangered species from poachers.
B1	disaster	noun	environment	катастрофа	A sudden event that causes great damage and suffering.	The earthquake was one of the worst natural disasters in recorded history.
B1	flood	noun	environment	наводнение	A large amount of water covering an area that is usually dry.	The flood destroyed hundreds of homes in the valley below the dam.
B1	earthquake	noun	environment	землетрясение	A sudden violent shaking of the ground caused by movements in the earth.	The earthquake measured 7.2 on the Richter scale and destroyed many buildings.
B1	affect	verb	environment	влиять	To have an effect on something or someone.	Air pollution affects the health of millions of people in large cities.
B1	campaign	noun	society	кампания	An organised series of activities to achieve a social goal.	She joined a campaign to raise awareness about plastic pollution in the ocean.
B1	benefit	noun	society	польза/выгода	An advantage or helpful result of something.	The benefits of regular exercise are well documented by scientists.
B1	freedom	noun	society	свобода	The power or right to act, speak, or think without restriction.	Freedom of speech is a fundamental right in a democratic society.
B1	equal	adjective	society	равный	The same in size, degree, or value; having the same rights.	Everyone should have equal access to quality education.
B1	tax	noun	economy	налог	Money paid to the government by citizens to fund public services.	The government raised taxes to fund the construction of new hospitals.
B1	debt	noun	economy	долг	Money that is owed to someone else.	She worked hard to pay off her student debt within five years of graduating.
B1	trade	noun	economy	торговля	The activity of buying and selling goods and services.	International trade has grown significantly over the past century.
B1	import	verb	economy	импортировать	To bring goods into a country from another country.	The country imports most of its oil from the Middle East.
B1	export	verb	economy	экспортировать	To send goods to another country for sale.	Brazil exports large quantities of coffee to Europe and North America.
B1	currency	noun	economy	валюта	The system or type of money used in a country.	The euro is the currency used in most of the European Union.
B1	inflation	noun	economy	инфляция	A general rise in prices in an economy.	High inflation means that people can buy less with the same amount of money.
B1	crisis	noun	economy	кризис	A time of great difficulty or danger.	The financial crisis of 2008 affected economies all around the world.
B1	increase	verb	economy	увеличивать	To become or make something larger in size or number.	The company increased its prices by five percent at the start of the year.
B1	reduce	verb	economy	уменьшать	To make something smaller in size, amount, or degree.	They reduced their energy consumption by installing solar panels on the roof.
B1	interview	noun	media	интервью	A conversation where someone is asked questions, especially by a journalist.	The president gave an interview to a major newspaper about foreign policy.
B1	headline	noun	media	заголовок	The title of a newspaper story printed in large letters.	The scandal made the front page headline of every national newspaper.
B1	press	noun	media	пресса	Newspapers and the journalists who write for them.	The press reported extensively on the government scandal throughout the week.
B1	article	noun	media	статья	A piece of writing in a newspaper or magazine.	She wrote an article about climate change for the school magazine.
B1	report	verb	media	сообщать	To give information about something that has happened.	The journalist reported on the conflict from inside the war zone.
B1	channel	noun	media	канал	A television or radio station.	He switched to a sports channel to watch the live football game.
B1	publish	verb	media	публиковать	To make a book or article available to the public.	The findings were published in a leading scientific journal.
B1	review	noun	media	обзор/рецензия	A piece of writing giving an opinion about a book, film, or event.	The restaurant received excellent reviews in the local press.
B1	ancient	adjective	history	древний	Very old; belonging to a period long ago in history.	The ancient ruins attracted thousands of visitors every single year.
B1	century	noun	history	век	A period of one hundred years.	The painting was created at the beginning of the nineteenth century.
B1	revolution	noun	history	революция	A dramatic change in a political or social system.	The French Revolution transformed the whole structure of society forever.
B1	independence	noun	history	независимость	The state of being free from outside control.	The country gained independence in 1947 after decades of colonial rule.
B1	empire	noun	history	империя	A group of countries under the control of one ruler.	The Roman Empire stretched across most of Europe and North Africa.
B1	battle	noun	history	битва	A fight between groups of people, especially in a war.	The battle lasted three days and resulted in heavy casualties on both sides.
B1	performance	noun	arts	выступление	An act of performing a play, concert, or other entertainment.	The ballet performance received a standing ovation from the audience.
B1	exhibition	noun	arts	выставка	A public display of art or other items of interest.	The art gallery is hosting an exhibition of contemporary sculptures.
B1	concert	noun	arts	концерт	A live performance of music before an audience.	She bought tickets for the concert many months in advance.
B1	instrument	noun	arts	инструмент (музыкальный)	An object used to make music, such as a piano or a violin.	Learning a musical instrument requires patience and regular daily practice.
B1	character	noun	arts	персонаж	A person in a book, film, or play.	The main character in the novel is a young woman who travels the world alone.
B1	novel	noun	arts	роман	A long written story with characters and a plot.	She spent two years writing her first novel about her grandmother.
B1	fiction	noun	arts	художественная литература	Books and stories about imaginary events and people.	She prefers reading fiction to non-fiction because she enjoys stories.
B1	scene	noun	arts	сцена	A part of a film or play in which events happen in one place.	The most dramatic scene in the film is the confrontation at the end.
B1	experiment	noun	science_b1	эксперимент	A scientific test done to learn about something.	The students carried out an experiment to test which material was the strongest.
B1	laboratory	noun	science_b1	лаборатория	A room or building with equipment for scientific experiments.	She spent hours in the laboratory carefully analysing the water samples.
B1	result	noun	science_b1	результат	The final outcome of an action or experiment.	The test results showed that the vaccine was ninety percent effective.
B1	substance	noun	science_b1	вещество	A type of solid, liquid, or gas with specific properties.	The scientist identified an unknown substance in the water sample.
B1	chemical	adjective	science_b1	химический	Relating to chemistry or produced by chemical processes.	The factory was accused of releasing harmful chemical waste into the river.
B1	process	noun	science_b1	процесс	A series of actions that produce a result.	The manufacturing process was automated to improve efficiency and reduce costs.
B1	mixture	noun	science_b1	смесь	A combination of different things.	The mixture of colours produced an unexpected shade of purple.
B1	solve	verb	science_b1	решать (задачу)	To find an answer to a problem or question.	Scientists are working hard to solve the problem of antibiotic resistance.
B1	patient	adjective	personal_development	терпеливый	Able to wait for a long time without becoming angry or upset.	You need to be patient when learning a new language — it takes time.
B1	generous	adjective	personal_development	щедрый	Willing to give more than is necessary or expected.	She was so generous that she donated half her salary to charity.
B1	brave	adjective	personal_development	смелый	Willing to do something difficult or dangerous without showing fear.	He was brave enough to stand up and speak in front of the whole school.
B1	clever	adjective	personal_development	умный	Good at learning and understanding things quickly.	She was clever enough to solve the puzzle in under five minutes.
B1	talent	noun	personal_development	талант	A natural ability to do something well.	He showed a remarkable talent for music from a very early age.
B1	ambition	noun	personal_development	амбиция	A strong desire to achieve something great.	Her ambition was to become the first in her family to go to university.
B1	aim	noun	personal_development	цель	The thing you are trying to achieve.	The aim of the project is to reduce plastic waste in local schools.
B1	fail	verb	personal_development	терпеть неудачу	To not succeed in doing something.	He failed his driving test twice before finally passing on the third attempt.
B1	attempt	verb	personal_development	попытаться	To try to do something, especially something difficult.	She attempted to climb the mountain but turned back due to bad weather.
B1	encourage	verb	personal_development	поощрять	To give someone support or confidence to do something.	The teacher encouraged her students to ask questions and think critically.
B1	manage	verb	personal_development	справляться	To succeed in doing something difficult.	Despite the rain, they managed to finish the outdoor event on time.
B1	achieve	verb	personal_development	достигать	To successfully complete something or reach a goal.	With dedication and hard work, she achieved everything she had hoped for.
B1	habit	noun	daily_life	привычка	Something you do regularly, often without thinking.	Checking his phone first thing in the morning had become a bad habit.
B1	schedule	noun	daily_life	расписание	A plan of activities with the times they will happen.	She kept a strict schedule to balance work and family life.
B1	routine	noun	daily_life	распорядок дня	A regular way of doing things in the same order.	His morning routine helped him feel organised for the day ahead.
B1	appointment	noun	daily_life	встреча/приём	An arrangement to meet someone or see a professional at a fixed time.	She made an appointment with the dentist for the following Tuesday.
B1	queue	verb	daily_life	стоять в очереди	To wait in a line for something.	People queued for hours outside the shop to buy the new phone.
B1	delay	noun	daily_life	задержка	A period of time by which something is late.	There was a two-hour delay at the airport due to bad weather.
B1	convenient	adjective	daily_life	удобный	Fitting in well with needs or plans; easy to use.	The supermarket near her office was very convenient for lunchtime shopping.
B1	ordinary	adjective	daily_life	обычный	Normal and not special or different.	It was just an ordinary Tuesday until something extraordinary happened.
B1	typical	adjective	daily_life	типичный	Having all the usual qualities of a particular person or thing.	This is a typical example of how poor communication causes problems.
B1	tend	verb	daily_life	иметь тенденцию	To usually do or be something.	She tends to arrive early for meetings so she can prepare.
B2	concept	noun	academic	концепция	An abstract idea or general notion.	The concept of justice is interpreted differently across cultures.
B2	theory	noun	academic	теория	A formal set of ideas that explains facts or events.	Darwin's theory of evolution changed the way we understand life.
B2	evidence	noun	academic	доказательство	Facts or information showing whether something is true.	The court needed more evidence before it could reach a verdict.
B2	analysis	noun	academic	анализ	A detailed examination of something to understand it better.	Her analysis of the data revealed several unexpected patterns.
B2	context	noun	academic	контекст	The circumstances that help to explain something.	You need to understand the historical context to appreciate the poem.
B2	approach	noun	academic	подход	A way of dealing with a situation or problem.	The teacher used a different approach to explain the difficult concept.
B2	assume	verb	academic	предполагать	To accept something as true without checking it first.	She assumed the meeting had been cancelled because nobody showed up.
B2	conclude	verb	academic	делать вывод	To decide something after thinking about all the facts.	The study concluded that regular sleep improves academic performance.
B2	define	verb	academic	определять	To explain the meaning of a word or concept exactly.	The report defines success in terms of long-term sustainability.
B2	evaluate	verb	academic	оценивать	To judge how good, useful, or valuable something is.	Students are asked to evaluate the effectiveness of each argument.
B2	indicate	verb	academic	указывать	To show that something exists or is likely.	The results indicate that the treatment was highly effective.
B2	significant	adjective	academic	значительный	Important or large enough to have an effect.	There was a significant improvement in air quality after the new law.
B2	accurate	adjective	academic	точный	Correct in every detail; without errors.	She gave an accurate description of the man she had seen.
B2	appropriate	adjective	academic	подходящий	Suitable or right for a particular situation.	Is this film appropriate for children under twelve?
B2	relevant	adjective	academic	актуальный/уместный	Closely connected to what is being discussed.	Please make sure all information in the report is relevant to the topic.
B2	consequence	noun	society	последствие	A result or effect of something that happened earlier.	The consequences of climate change are already being felt worldwide.
B2	impact	noun	society	влияние/удар	The strong effect that something has on a situation or person.	The factory closure had a devastating impact on the local community.
B2	inequality	noun	society	неравенство	An unfair situation where some people have more than others.	The report highlighted growing economic inequality in the country.
B2	poverty	noun	society	бедность	The state of being extremely poor.	Millions of people around the world still live in extreme poverty.
B2	reform	noun	society	реформа	A change made to improve a system or institution.	The government introduced sweeping reforms to the education system.
B2	conflict	noun	society	конфликт	A serious disagreement or fight between people or groups.	The conflict between the two groups had lasted for generations.
B2	rights	noun	society	права	Legal or moral entitlements belonging to a person.	Everyone has the right to freedom of expression.
B2	justice	noun	society	справедливость	Fair treatment of people under the law.	She devoted her career to fighting for social justice.
B2	authority	noun	society	власть/авторитет	The power or right to give orders and make decisions.	The police have the authority to stop and search anyone they suspect.
B2	campaign	noun	society	кампания	An organised effort to achieve a goal, often in politics or society.	She ran a successful campaign to raise money for cancer research.
B2	protest	noun	society	протест	An action expressing strong disapproval of something.	Thousands of people joined the protest against the new tax.
B2	diverse	adjective	society	разнообразный	Including many different types of people or things.	The city has a diverse population from many different countries.
B2	global	adjective	society	глобальный	Relating to the whole world.	Climate change is a global problem that requires international cooperation.
B2	policy	noun	society	политика (курс)	A plan or set of rules adopted by a government or organisation.	The company's policy on flexible working has attracted talented employees.
B2	debate	noun	society	дискуссия	A formal discussion of a topic in which people express opposing views.	There was a heated debate about the proposed new highway.
B2	exploit	verb	environment	эксплуатировать	To use resources in a way that is unfair or harmful.	The company was criticised for exploiting natural resources without care.
B2	sustainable	adjective	environment	устойчивый/экологичный	Able to continue without damaging the environment or using too many resources.	The charity promotes sustainable farming practices in developing countries.
B2	emission	noun	environment	выброс	A gas or substance released into the atmosphere.	The factory was fined for producing excessive carbon emissions.
B2	habitat	noun	environment	среда обитания	The natural environment in which a species normally lives.	Deforestation is destroying the habitat of many endangered animals.
B2	conservation	noun	environment	охрана природы	The protection of natural things such as wildlife and habitats.	She works for a conservation charity that protects marine turtles.
B2	drought	noun	environment	засуха	A long period of very dry weather with little or no rain.	The drought destroyed the crops and caused a serious food shortage.
B2	extinction	noun	environment	вымирание	The permanent disappearance of all members of a species.	The white rhino is on the brink of extinction due to poaching.
B2	renewable	adjective	environment	возобновляемый	Able to be replaced naturally or used again without running out.	The country is investing in renewable energy sources like wind and solar.
B2	toxic	adjective	environment	токсичный	Poisonous and capable of causing serious harm.	Workers had to wear masks because the fumes were toxic.
B2	ecosystem	noun	environment	экосистема	All the plants, animals, and organisms in a particular area.	Coral reefs support a remarkably complex underwater ecosystem.
B2	innovation	noun	business	инновация	A new idea or method that improves something.	The company won an award for its innovation in packaging design.
B2	strategy	noun	business	стратегия	A plan designed to achieve a long-term goal.	The marketing strategy targeted young adults aged eighteen to thirty.
B2	competition	noun	business	конкуренция	A situation in which people or companies try to do better than others.	The competition in the smartphone market is intense.
B2	revenue	noun	business	доход/выручка	The money a business earns from its activities.	The company's annual revenue exceeded one billion pounds last year.
B2	consumer	noun	business	потребитель	A person who buys goods or services for their own use.	Consumers are becoming more aware of environmental issues.
B2	negotiate	verb	business	вести переговоры	To discuss something formally in order to reach an agreement.	She negotiated a better salary before accepting the job offer.
B2	investment	noun	business	инвестиция	Money put into a business or project to make a profit in the future.	The government announced a large investment in public transport.
B2	expand	verb	business	расширяться	To become larger or to make something larger.	The company plans to expand into the Asian market next year.
B2	merge	verb	business	объединяться	To combine two or more companies or organisations into one.	The two airlines merged to create the largest carrier in Europe.
B2	bankruptcy	noun	business	банкротство	The state of being unable to pay debts, declared officially.	The company declared bankruptcy after years of financial losses.
B2	anxiety	noun	psychology	тревога	A feeling of worry and unease about uncertain events.	She felt deep anxiety before every public speaking engagement.
B2	depression	noun	psychology	депрессия	A serious mental condition with persistent feelings of sadness.	He was diagnosed with depression and started therapy.
B2	perceive	verb	psychology	воспринимать	To become aware of something through the senses or the mind.	The way we perceive events is shaped by our past experiences.
B2	behaviour	noun	psychology	поведение	The way a person or animal acts in a particular situation.	His behaviour at the meeting shocked his colleagues.
B2	conscious	adjective	psychology	осознанный	Aware of something and deliberately doing it.	She made a conscious effort to arrive on time.
B2	motivation	noun	psychology	мотивация	The reason why you do or want to do something.	His main motivation for learning the language was to communicate with his family.
B2	influence	verb	psychology	влиять	To have an effect on the way someone thinks or acts.	Her mentor influenced her decision to pursue a career in medicine.
B2	emotion	noun	psychology	эмоция	A strong feeling such as love, fear, or anger.	The film was so powerful that it stirred deep emotions in the audience.
B2	identity	noun	psychology	идентичность	Your sense of who you are and what defines you.	Living abroad can change your sense of personal identity.
B2	attitude	noun	psychology	отношение/установка	The way you think or feel about something.	Her positive attitude made her pleasant to work with.
B2	broadcast	verb	media	транслировать	To send out a radio or television programme.	The match was broadcast live on national television.
B2	publish	verb	media	публиковать	To make information available to the public in print or online.	The newspaper published a story about corruption in local government.
B2	media	noun	media	СМИ	The various means of communication such as TV, newspapers, and the internet.	Social media has changed how people consume news.
B2	journalist	noun	media	журналист	A person who writes or reports news for media.	The journalist interviewed the minister about the new budget.
B2	audience	noun	media	аудитория	The group of people who watch, read, or listen to something.	The documentary attracted a large audience on its first night.
B2	bias	noun	media	предвзятость	An unfair preference for one thing over another.	The report was criticised for its political bias.
B2	censorship	noun	media	цензура	The practice of suppressing material considered unacceptable.	Many journalists campaigned against censorship of the press.
B2	opinion	noun	media	мнение	A personal judgement or view about something.	The newspaper published a range of opinions on the controversial issue.
B2	coverage	noun	media	освещение (в СМИ)	The amount of attention given to an event by news media.	The election received extensive coverage across all major channels.
B2	investigation	noun	media	расследование	A careful examination of facts to discover the truth.	The newspaper launched an investigation into the politician's finances.
B2	welfare	noun	social_issues	благосостояние	The health, happiness, and general well-being of a person.	The charity works to improve the welfare of homeless people.
B2	immigration	noun	social_issues	иммиграция	The act of coming to live permanently in a foreign country.	Immigration has shaped the culture and economy of many nations.
B2	minority	noun	social_issues	меньшинство	A smaller group of people within a larger group.	The law was designed to protect the rights of ethnic minorities.
B2	discrimination	noun	social_issues	дискриминация	Treating people unfairly because of their race, sex, or religion.	She filed a complaint about discrimination at work.
B2	unemployment	noun	social_issues	безработица	The state of not having a paid job.	Youth unemployment is a serious problem in many European countries.
B2	racism	noun	social_issues	расизм	The belief that one race is superior to others; unfair treatment based on race.	The organisation fights racism and promotes equality in education.
B2	tolerance	noun	social_issues	терпимость	The willingness to accept views or behaviour different from your own.	Building tolerance between different communities takes time and effort.
B2	homeless	adjective	social_issues	бездомный	Without a permanent place to live.	The city opened three new shelters for homeless people this winter.
B2	charity	noun	social_issues	благотворительность	An organisation that raises money to help people in need.	She volunteers twice a week for a local charity.
B2	volunteer	noun	social_issues	доброволец	A person who does work without being paid.	A group of volunteers cleaned up the park on Saturday morning.
B2	capable	adjective	personal	способный	Having the ability or skill to do something.	She is more than capable of handling the project on her own.
B2	determined	adjective	personal	решительный	Having a strong intention to do something.	He was determined to finish the marathon despite the pain.
B2	ambitious	adjective	personal	амбициозный	Having a strong desire to succeed.	She was ambitious from an early age and always set high goals.
B2	independent	adjective	personal	независимый	Not relying on others for support or guidance.	She became financially independent after starting her own business.
B2	flexible	adjective	personal	гибкий	Willing and able to change according to different situations.	You need to be flexible when working in a constantly changing environment.
B2	reliable	adjective	personal	надёжный	Always doing what you say you will do; able to be trusted.	She is the most reliable person on the team and never misses a deadline.
B2	creative	adjective	personal	творческий	Producing original ideas and using imagination.	The campaign needed someone creative to design the poster.
B2	curious	adjective	personal	любопытный	Eager to know about or understand something.	He was curious about the strange noise coming from the attic.
B2	pessimistic	adjective	personal	пессимистичный	Thinking that bad things are likely to happen.	She was pessimistic about her chances of passing the exam.
B2	optimistic	adjective	personal	оптимистичный	Thinking that good things are likely to happen.	Despite the setbacks, he remained optimistic about the future.
B2	circumstance	noun	abstract	обстоятельство	A fact or condition that affects a situation.	Under the circumstances, she made the best decision she could.
B2	phenomenon	noun	abstract	явление	A fact or event that is interesting or unusual.	The northern lights are a natural phenomenon visible in polar regions.
B2	perspective	noun	abstract	точка зрения	A particular way of thinking about something.	Studying abroad gave her a fresh perspective on her own culture.
B2	principle	noun	abstract	принцип	A basic truth or rule that guides behaviour or thinking.	He refused to compromise on his principles.
B2	issue	noun	abstract	проблема/вопрос	An important topic or problem that people discuss or disagree about.	Homelessness is an issue that affects many cities around the world.
B2	potential	noun	abstract	потенциал	The possibility of developing into something in the future.	The teacher saw great potential in the student and encouraged her.
B2	complex	adjective	abstract	сложный	Made of many connected parts; difficult to understand.	The situation is more complex than it might appear at first glance.
B2	abstract	adjective	abstract	абстрактный	Existing as an idea rather than as a physical thing.	The artist is known for her beautiful abstract paintings.
B2	fundamental	adjective	abstract	фундаментальный	Of central importance; essential.	Access to clean water is a fundamental human right.
B2	inevitable	adjective	abstract	неизбежный	Certain to happen and impossible to avoid.	Change is inevitable, so it is better to embrace it.
B2	heritage	noun	culture	наследие	Traditions, buildings, and beliefs passed down from earlier generations.	The old city is protected as a site of cultural heritage.
B2	tradition	noun	culture	традиция	A custom or belief that has existed for a long time.	The festival celebrates a tradition that is hundreds of years old.
B2	ceremony	noun	culture	церемония	A formal event with special actions and words.	The graduation ceremony took place in the university's main hall.
B2	artifact	noun	culture	артефакт	An object made by a person, especially one with historical interest.	The museum displays artifacts from ancient Egypt.
B2	mythology	noun	culture	мифология	A collection of traditional stories of a culture.	Greek mythology is full of stories about gods and heroes.
B2	philosophy	noun	culture	философия	The study of fundamental questions about existence and knowledge.	His philosophy of life was based on simplicity and gratitude.
B2	religion	noun	culture	религия	A set of beliefs about the meaning of life and worship of a god.	Freedom of religion is protected by the constitution.
B2	symbol	noun	culture	символ	A sign or object that represents something else.	The dove is a universal symbol of peace.
B2	influence	noun	culture	влияние	The effect that someone or something has on another.	The influence of jazz on modern music cannot be overstated.
B2	ethnic	adjective	culture	этнический	Relating to a group of people who share a culture or nationality.	The neighbourhood is home to many different ethnic communities.
B2	controversial	adjective	social_advanced	спорный	Causing disagreement or strong opposing opinions.	The new law was highly controversial and sparked widespread protests.
B2	profound	adjective	social_advanced	глубокий/значительный	Very great or intense; showing deep understanding.	The death of her father had a profound effect on her outlook on life.
B2	widespread	adjective	social_advanced	широко распространённый	Found or happening over a large area or among many people.	There was widespread concern about the safety of the new vaccine.
B2	substantial	adjective	social_advanced	существенный	Large in size, value, or importance.	She received a substantial pay rise after her promotion.
B2	devastating	adjective	social_advanced	опустошительный	Causing severe damage or great distress.	The flooding had a devastating effect on the farming communities.
B2	adequate	adjective	social_advanced	достаточный	Enough or satisfactory for a particular purpose.	The facilities were barely adequate for the number of students.
B2	coherent	adjective	social_advanced	последовательный	Logical and consistent; easy to understand.	She presented a coherent plan for reducing costs in the department.
B2	overwhelming	adjective	social_advanced	подавляющий	Very large or intense; impossible to resist.	There was overwhelming support for the new policy across all age groups.
B2	prevalent	adjective	social_advanced	распространённый	Existing or very common at a particular time.	Obesity has become prevalent in many developed countries.
B2	acknowledge	verb	communication	признавать	To accept or admit the truth of something.	She acknowledged that mistakes had been made in the planning process.
B2	emphasise	verb	communication	подчёркивать	To make something seem particularly important or worthy of attention.	The report emphasised the need for immediate action on climate change.
B2	contradict	verb	communication	противоречить	To say something that is opposite to what someone else said.	The new witness contradicted the official version of events.
B2	clarify	verb	communication	прояснять	To make something easier to understand by explaining it more fully.	She asked the teacher to clarify the instructions for the assignment.
B2	convey	verb	communication	передавать	To communicate a message or feeling to someone.	The painting conveys a sense of loneliness and isolation.
B2	imply	verb	communication	подразумевать	To suggest something without saying it directly.	His silence implied that he disagreed with the decision.
B2	criticise	verb	communication	критиковать	To say that you disapprove of someone or something.	She was criticised for making the decision without consulting others.
B2	justify	verb	communication	обосновывать	To give a satisfactory reason for something.	She struggled to justify the extra expense to her manager.
B2	acknowledge	verb	communication	признавать	To accept or admit the existence or truth of something.	He finally acknowledged that the project had been poorly managed.
B2	speculate	verb	communication	предполагать/рассуждать	To form opinions without knowing all the facts.	Journalists began to speculate about who would replace the manager.
B2	manipulate	verb	behaviour	манипулировать	To control or influence someone or something cleverly or unfairly.	He manipulated the data to make the results look more positive.
B2	deceive	verb	behaviour	обманывать	To make someone believe something that is not true.	She felt deceived when she found out he had been lying for months.
B2	resist	verb	behaviour	сопротивляться	To refuse to accept or comply with something.	He found it hard to resist the temptation to eat the cake.
B2	adapt	verb	behaviour	адаптироваться	To change your behaviour to suit a new situation.	She quickly adapted to life in a new country and made many friends.
B2	persist	verb	behaviour	настаивать/продолжать	To continue doing something despite difficulty or opposition.	She persisted with her training even when she felt like giving up.
B2	contribute	verb	behaviour	вносить вклад	To give something to help achieve a result.	Every member of the team contributed ideas for the new project.
B2	assume	verb	behaviour	предполагать	To think something is true without proof.	She assumed the meeting was cancelled because no one had contacted her.
B2	neglect	verb	behaviour	пренебрегать	To fail to give proper care or attention to something.	He neglected his health for years until a serious illness forced him to change.
B2	abandon	verb	behaviour	бросать/оставлять	To leave someone or stop doing something permanently.	She was forced to abandon her studies due to lack of money.
B2	overcome	verb	behaviour	преодолевать	To succeed in dealing with a problem or difficulty.	He worked hard to overcome his fear of public speaking.
B2	abstract	noun	academic_skills	аннотация/реферат	A short summary of a longer written work.	She submitted a two-hundred-word abstract before the full paper.
B2	argument	noun	academic_skills	аргумент/доводы	A reason given in support of or against a point.	The essay presented a clear argument for reducing car use in cities.
B2	cite	verb	academic_skills	ссылаться	To mention something as evidence or an example.	The professor cited three studies that supported the hypothesis.
B2	contrast	verb	academic_skills	противопоставлять	To show or describe the differences between two things.	The essay contrasts two different approaches to managing conflict.
B2	summarise	verb	academic_skills	кратко изложить	To give a brief statement of the main points.	She summarised the key findings in the final paragraph.
B2	obtain	verb	academic_skills	получать	To get something, often by effort or request.	He obtained permission from the university to publish the research.
B2	refer	verb	academic_skills	ссылаться	To mention or direct attention to something.	Please refer to the guidelines on page three before completing the form.
B2	demonstrate	verb	academic_skills	демонстрировать	To show something clearly using evidence or examples.	The experiment demonstrated that the hypothesis was correct.
